datetime,T2M,WS2M,RH2M,PRECTOTCORR
2024-01-14 14:00:00,21.6,2.91,21.25,0.0
2024-01-14 15:00:00,20.23,1.8,26.52,0.0
2024-01-14 16:00:00,15.75,1.07,41.54,0.0
2024-01-14 17:00:00,12.96,1.3,42.48,0.0
2024-01-14 18:00:00,11.46,1.29,44.82,0.0
2024-01-14 19:00:00,10.09,1.28,47.32,0.0
2024-01-14 20:00:00,8.98,1.32,49.35,0.0
2024-01-14 21:00:00,8.19,1.37,50.61,0.0
2024-01-14 22:00:00,7.5,1.4,52.12,0.0
2024-01-14 23:00:00,6.87,1.4,54.07,0.0
2024-01-15 00:00:00,6.3,1.41,56.54,0.0
2024-01-15 01:00:00,5.8,1.45,59.54,0.0
2024-01-15 02:00:00,5.29,1.46,63.63,0.0
2024-01-15 03:00:00,4.77,1.45,67.62,0.0
2024-01-15 04:00:00,4.28,1.44,70.56,0.0
2024-01-15 05:00:00,3.85,1.42,71.98,0.0
2024-01-15 06:00:00,3.47,1.36,72.36,0.0
2024-01-15 07:00:00,5.81,1.86,60.43,0.0
2024-01-15 08:00:00,8.42,2.29,50.7,0.0
2024-01-15 09:00:00,11.63,1.72,42.3,0.0
2024-01-15 10:00:00,16.64,1.9,29.3,0.0
2024-01-15 11:00:00,18.82,1.6,25.43,0.0
2024-01-15 12:00:00,20.0,1.3,23.53,0.0
2024-01-15 13:00:00,20.61,1.17,22.45,0.0
2024-01-15 14:00:00,20.68,1.11,22.01,0.0
2024-01-15 15:00:00,19.77,0.8,27.54,0.0
2024-01-15 16:00:00,17.17,0.83,34.52,0.0
2024-01-15 17:00:00,15.2,1.02,32.93,0.0
2024-01-15 18:00:00,14.15,1.18,34.58,0.0
2024-01-15 19:00:00,12.86,1.3,37.74,0.0
2024-01-15 20:00:00,11.47,1.36,41.13,0.0
2024-01-15 21:00:00,10.21,1.37,44.35,0.0
2024-01-15 22:00:00,9.31,1.34,47.1,0.0
2024-01-15 23:00:00,8.59,1.31,49.41,0.0
2024-01-16 00:00:00,7.97,1.28,51.52,0.0
2024-01-16 01:00:00,7.56,1.26,52.96,0.0
2024-01-16 02:00:00,7.46,1.21,53.91,0.0
2024-01-16 03:00:00,7.51,1.12,54.3,0.0
2024-01-16 04:00:00,7.6,1.04,54.58,0.0
2024-01-16 05:00:00,7.48,1.0,55.52,0.0
2024-01-16 06:00:00,7.56,0.92,55.71,0.0
2024-01-16 07:00:00,8.66,0.61,56.24,0.0
2024-01-16 08:00:00,10.68,0.37,47.78,0.0
2024-01-16 09:00:00,13.41,0.69,40.96,0.0
2024-01-16 10:00:00,17.72,1.56,28.79,0.0
2024-01-16 11:00:00,19.68,1.69,24.55,0.0
2024-01-16 12:00:00,20.47,1.65,23.16,0.0
2024-01-16 13:00:00,20.77,1.61,22.58,0.0
2024-01-16 14:00:00,20.44,1.64,22.9,0.0
2024-01-16 15:00:00,19.17,1.11,30.75,0.0
2024-01-16 16:00:00,15.42,1.05,41.6,0.0
2024-01-16 17:00:00,12.82,1.31,42.43,0.0
2024-01-16 18:00:00,11.69,1.33,44.01,0.0
2024-01-16 19:00:00,10.88,1.35,45.13,0.0
2024-01-16 20:00:00,10.17,1.34,46.32,0.0
2024-01-16 21:00:00,9.48,1.32,47.59,0.0
2024-01-16 22:00:00,8.84,1.29,48.98,0.0
2024-01-16 23:00:00,8.22,1.26,50.47,0.0
2024-01-17 00:00:00,7.65,1.22,51.84,0.0
2024-01-17 01:00:00,7.18,1.18,53.05,0.0
2024-01-17 02:00:00,6.91,1.15,53.39,0.0
2024-01-17 03:00:00,6.67,1.09,54.11,0.0
2024-01-17 04:00:00,6.43,1.04,55.18,0.0
2024-01-17 05:00:00,6.08,1.02,56.74,0.0
2024-01-17 06:00:00,5.66,1.02,58.62,0.0
2024-01-17 07:00:00,6.78,0.76,57.82,0.0
2024-01-17 08:00:00,9.44,1.65,47.34,0.0
2024-01-17 09:00:00,12.29,1.86,40.62,0.0
2024-01-17 10:00:00,16.11,2.77,31.62,0.0
2024-01-17 11:00:00,18.36,2.95,27.32,0.0
2024-01-17 12:00:00,19.42,2.77,25.48,0.0
2024-01-17 13:00:00,19.89,2.6,24.53,0.0
2024-01-17 14:00:00,19.91,2.28,24.15,0.0
2024-01-17 15:00:00,19.17,1.66,25.64,0.0
2024-01-17 16:00:00,15.99,0.9,39.27,0.0
2024-01-17 17:00:00,14.19,1.08,36.98,0.0
2024-01-17 18:00:00,13.53,1.06,38.02,0.0
2024-01-17 19:00:00,12.9,1.04,39.11,0.0
2024-01-17 20:00:00,12.09,1.01,40.71,0.0
2024-01-17 21:00:00,11.39,0.99,42.06,0.0
2024-01-17 22:00:00,10.49,0.98,44.02,0.0
2024-01-17 23:00:00,9.41,0.98,46.64,0.0
2024-01-18 00:00:00,8.42,1.01,50.0,0.0
2024-01-18 01:00:00,7.54,0.98,53.54,0.0
2024-01-18 02:00:00,6.79,0.85,56.68,0.0
2024-01-18 03:00:00,6.86,0.7,56.88,0.0
2024-01-18 04:00:00,6.8,0.48,57.44,0.0
2024-01-18 05:00:00,6.67,0.18,58.31,0.0
2024-01-18 06:00:00,6.22,0.39,60.35,0.0
2024-01-18 07:00:00,6.97,0.63,59.09,0.0
2024-01-18 08:00:00,9.14,0.98,51.42,0.0
2024-01-18 09:00:00,13.44,0.74,39.72,0.0
2024-01-18 10:00:00,17.26,1.36,32.28,0.0
2024-01-18 11:00:00,18.69,1.41,30.51,0.0
2024-01-18 12:00:00,19.69,1.24,29.4,0.0
2024-01-18 13:00:00,20.24,1.04,28.86,0.0
2024-01-18 14:00:00,20.28,0.77,28.84,0.0
2024-01-18 15:00:00,19.73,0.62,30.38,0.0
2024-01-18 16:00:00,17.24,0.68,39.14,0.0
2024-01-18 17:00:00,15.02,0.96,41.98,0.0
2024-01-18 18:00:00,14.05,1.07,43.55,0.0
2024-01-18 19:00:00,13.19,1.09,45.04,0.0
2024-01-18 20:00:00,12.29,1.14,46.69,0.0
2024-01-18 21:00:00,11.36,1.18,48.82,0.0
2024-01-18 22:00:00,10.44,1.22,51.53,0.0
2024-01-18 23:00:00,9.55,1.23,54.29,0.0
2024-01-19 00:00:00,8.66,1.24,56.93,0.0
2024-01-19 01:00:00,7.75,1.22,60.09,0.0
2024-01-19 02:00:00,7.1,1.18,62.64,0.0
2024-01-19 03:00:00,6.8,1.17,64.09,0.0
2024-01-19 04:00:00,6.83,1.12,64.61,0.0
2024-01-19 05:00:00,7.14,0.94,63.9,0.0
2024-01-19 06:00:00,7.43,0.68,63.13,0.0
2024-01-19 07:00:00,8.57,0.53,60.3,0.0
2024-01-19 08:00:00,10.94,0.95,50.87,0.0
2024-01-19 09:00:00,14.58,1.02,41.53,0.0
2024-01-19 10:00:00,18.75,1.35,31.55,0.0
2024-01-19 11:00:00,20.29,1.32,28.31,0.0
2024-01-19 12:00:00,21.25,1.2,26.35,0.0
2024-01-19 13:00:00,21.74,1.09,25.19,0.0
2024-01-19 14:00:00,21.33,0.81,25.7,0.0
2024-01-19 15:00:00,20.1,0.43,27.92,0.0
2024-01-19 16:00:00,17.67,0.38,36.27,0.0
2024-01-19 17:00:00,14.7,0.66,43.01,0.0
2024-01-19 18:00:00,12.73,0.93,48.6,0.0
2024-01-19 19:00:00,10.73,1.04,54.76,0.0
2024-01-19 20:00:00,9.48,1.08,59.56,0.0
2024-01-19 21:00:00,8.87,1.1,61.79,0.0
2024-01-19 22:00:00,8.55,1.09,62.86,0.0
2024-01-19 23:00:00,8.41,1.05,63.31,0.0
2024-01-20 00:00:00,8.28,0.96,63.72,0.0
2024-01-20 01:00:00,7.88,0.83,65.3,0.0
2024-01-20 02:00:00,8.01,0.69,64.54,0.0
2024-01-20 03:00:00,8.11,0.51,64.07,0.0
2024-01-20 04:00:00,7.73,0.46,65.76,0.0
2024-01-20 05:00:00,7.16,0.58,68.4,0.0
2024-01-20 06:00:00,6.74,0.63,70.61,0.0
2024-01-20 07:00:00,7.73,0.45,66.33,0.0
2024-01-20 08:00:00,9.67,0.27,59.14,0.0
2024-01-20 09:00:00,13.81,1.02,44.51,0.0
2024-01-20 10:00:00,16.6,1.56,36.52,0.0
2024-01-20 11:00:00,17.85,1.65,33.95,0.0
2024-01-20 12:00:00,18.7,1.65,32.15,0.0
2024-01-20 13:00:00,19.03,1.53,31.4,0.0
2024-01-20 14:00:00,18.91,1.35,31.18,0.0
2024-01-20 15:00:00,18.38,1.2,31.7,0.0
2024-01-20 16:00:00,16.27,0.59,40.17,0.0
2024-01-20 17:00:00,15.01,0.68,40.3,0.0
2024-01-20 18:00:00,14.29,0.74,41.27,0.0
2024-01-20 19:00:00,13.61,0.75,41.92,0.0
2024-01-20 20:00:00,11.94,0.84,46.11,0.0
2024-01-20 21:00:00,11.1,1.03,48.39,0.0
2024-01-20 22:00:00,9.76,1.18,53.06,0.0
2024-01-20 23:00:00,8.45,1.24,58.38,0.0
2024-01-21 00:00:00,7.47,1.22,63.48,0.0
2024-01-21 01:00:00,6.66,1.19,68.88,0.0
2024-01-21 02:00:00,5.94,1.18,74.06,0.0
2024-01-21 03:00:00,5.31,1.21,79.28,0.0
2024-01-21 04:00:00,4.81,1.27,83.55,0.0
2024-01-21 05:00:00,4.4,1.35,86.96,0.0
2024-01-21 06:00:00,4.2,1.51,88.22,0.0
2024-01-21 07:00:00,6.7,2.79,73.86,0.0
2024-01-21 08:00:00,9.49,3.19,61.13,0.0
2024-01-21 09:00:00,13.87,3.39,44.77,0.0
2024-01-21 10:00:00,17.51,3.92,33.06,0.0
2024-01-21 11:00:00,19.52,4.06,27.8,0.0
2024-01-21 12:00:00,21.03,4.1,23.83,0.0
2024-01-21 13:00:00,21.84,4.0,21.38,0.0
2024-01-21 14:00:00,21.63,3.78,20.67,0.0
2024-01-21 15:00:00,20.42,3.15,22.06,0.0
2024-01-21 16:00:00,15.76,1.28,36.93,0.0
2024-01-21 17:00:00,11.82,1.32,44.54,0.0
2024-01-21 18:00:00,10.43,1.34,47.51,0.0
2024-01-21 19:00:00,9.2,1.31,50.82,0.0
2024-01-21 20:00:00,8.21,1.28,53.35,0.0
2024-01-21 21:00:00,7.49,1.23,54.51,0.0
2024-01-21 22:00:00,6.87,1.19,55.42,0.0
2024-01-21 23:00:00,6.35,1.16,56.1,0.0
2024-01-22 00:00:00,5.99,1.17,56.48,0.0
2024-01-22 01:00:00,5.82,1.17,56.44,0.0
2024-01-22 02:00:00,5.52,1.16,56.89,0.0
2024-01-22 03:00:00,4.96,1.15,58.6,0.0
2024-01-22 04:00:00,4.48,1.14,60.04,0.0
2024-01-22 05:00:00,4.0,1.14,61.55,0.0
2024-01-22 06:00:00,3.62,1.13,62.86,0.0
2024-01-22 07:00:00,5.85,1.07,55.38,0.0
2024-01-22 08:00:00,8.92,1.47,44.51,0.0
2024-01-22 09:00:00,13.15,1.05,34.25,0.0
2024-01-22 10:00:00,17.73,1.27,24.27,0.0
2024-01-22 11:00:00,19.4,1.32,21.06,0.0
2024-01-22 12:00:00,20.37,1.55,19.08,0.0
2024-01-22 13:00:00,20.79,1.66,18.06,0.0
2024-01-22 14:00:00,20.38,1.53,18.18,0.0
2024-01-22 15:00:00,19.35,1.05,20.8,0.0
2024-01-22 16:00:00,17.04,0.47,27.74,0.0
2024-01-22 17:00:00,15.36,0.53,27.06,0.0
2024-01-22 18:00:00,13.92,0.6,29.83,0.0
2024-01-22 19:00:00,12.35,0.65,33.18,0.0
2024-01-22 20:00:00,12.05,0.76,33.52,0.0
2024-01-22 21:00:00,11.5,0.82,34.88,0.0
2024-01-22 22:00:00,10.89,0.86,36.55,0.0
2024-01-22 23:00:00,10.43,0.8,37.67,0.0
2024-01-23 00:00:00,10.35,0.67,38.11,0.0
2024-01-23 01:00:00,10.09,0.5,38.89,0.0
2024-01-23 02:00:00,9.64,0.49,39.8,0.0
2024-01-23 03:00:00,8.93,0.61,41.88,0.0
2024-01-23 04:00:00,8.17,0.76,44.23,0.0
2024-01-23 05:00:00,6.63,0.82,49.32,0.0
2024-01-23 06:00:00,5.97,1.05,51.48,0.0
2024-01-23 07:00:00,7.15,0.95,51.11,0.0
2024-01-23 08:00:00,10.45,1.95,38.89,0.0
2024-01-23 09:00:00,14.19,1.72,31.1,0.0
2024-01-23 10:00:00,19.05,1.91,22.17,0.0
2024-01-23 11:00:00,21.08,2.45,21.5,0.0
2024-01-23 12:00:00,22.02,2.82,21.77,0.0
2024-01-23 13:00:00,22.4,2.99,21.84,0.0
2024-01-23 14:00:00,21.98,2.89,22.69,0.0
2024-01-23 15:00:00,20.82,2.22,25.26,0.0
2024-01-23 16:00:00,16.77,0.96,40.42,0.0
2024-01-23 17:00:00,14.28,1.17,41.99,0.0
2024-01-23 18:00:00,12.89,1.18,45.14,0.0
2024-01-23 19:00:00,11.59,1.17,48.16,0.0
2024-01-23 20:00:00,10.61,1.17,50.3,0.0
2024-01-23 21:00:00,10.0,1.17,51.37,0.0
2024-01-23 22:00:00,9.51,1.13,52.01,0.0
2024-01-23 23:00:00,9.04,1.1,52.99,0.0
2024-01-24 00:00:00,8.56,1.09,54.16,0.0
2024-01-24 01:00:00,8.32,1.05,54.6,0.0
2024-01-24 02:00:00,8.1,1.02,55.12,0.0
2024-01-24 03:00:00,7.69,1.03,56.37,0.0
2024-01-24 04:00:00,7.23,1.04,57.71,0.0
2024-01-24 05:00:00,6.78,1.05,59.39,0.0
2024-01-24 06:00:00,6.25,1.07,61.64,0.0
2024-01-24 07:00:00,8.24,1.2,55.43,0.0
2024-01-24 08:00:00,10.85,1.94,46.67,0.0
2024-01-24 09:00:00,14.26,1.53,38.11,0.0
2024-01-24 10:00:00,19.01,1.46,26.36,0.0
2024-01-24 11:00:00,20.96,1.21,23.65,0.0
2024-01-24 12:00:00,21.94,1.02,22.85,0.0
2024-01-24 13:00:00,22.31,0.9,22.61,0.0
2024-01-24 14:00:00,21.86,1.03,23.29,0.0
2024-01-24 15:00:00,20.76,1.2,25.04,0.0
2024-01-24 16:00:00,17.58,0.78,36.78,0.0
2024-01-24 17:00:00,14.35,1.11,41.46,0.0
2024-01-24 18:00:00,12.09,1.18,47.08,0.0
2024-01-24 19:00:00,10.49,1.21,51.01,0.0
2024-01-24 20:00:00,9.34,1.22,53.78,0.0
2024-01-24 21:00:00,8.39,1.16,56.05,0.0
2024-01-24 22:00:00,7.58,1.09,57.86,0.0
2024-01-24 23:00:00,6.91,1.06,59.6,0.0
2024-01-25 00:00:00,6.31,1.04,61.78,0.0
2024-01-25 01:00:00,5.75,1.03,64.21,0.0
2024-01-25 02:00:00,5.32,1.04,66.68,0.0
2024-01-25 03:00:00,5.11,1.05,68.39,0.0
2024-01-25 04:00:00,5.23,1.03,68.91,0.0
2024-01-25 05:00:00,4.59,1.05,73.79,0.0
2024-01-25 06:00:00,4.54,1.03,75.81,0.0
2024-01-25 07:00:00,7.12,1.45,64.86,0.0
2024-01-25 08:00:00,9.77,1.65,55.8,0.0
2024-01-25 09:00:00,13.73,1.06,42.97,0.0
2024-01-25 10:00:00,18.48,0.94,27.6,0.0
2024-01-25 11:00:00,20.31,0.91,24.07,0.0
2024-01-25 12:00:00,21.32,1.1,22.27,0.0
2024-01-25 13:00:00,21.76,1.29,21.24,0.0
2024-01-25 14:00:00,21.18,1.36,21.68,0.0
2024-01-25 15:00:00,19.24,0.54,35.42,0.0
2024-01-25 16:00:00,17.73,0.53,33.54,0.0
2024-01-25 17:00:00,16.83,0.47,32.21,0.0
2024-01-25 18:00:00,16.0,0.42,35.04,0.0
2024-01-25 19:00:00,14.72,0.6,36.91,0.0
2024-01-25 20:00:00,13.8,0.69,39.19,0.0
2024-01-25 21:00:00,13.35,0.64,40.15,0.0
2024-01-25 22:00:00,12.65,0.71,41.38,0.0
2024-01-25 23:00:00,11.64,0.79,44.09,0.0
2024-01-26 00:00:00,10.44,0.87,48.24,0.0
2024-01-26 01:00:00,9.88,1.03,50.58,0.0
2024-01-26 02:00:00,9.23,1.07,53.91,0.0
2024-01-26 03:00:00,9.02,1.02,55.78,0.0
2024-01-26 04:00:00,9.13,0.79,56.2,0.0
2024-01-26 05:00:00,9.84,0.44,54.14,0.0
2024-01-26 06:00:00,9.68,0.27,54.92,0.0
2024-01-26 07:00:00,9.85,0.58,55.8,0.0
2024-01-26 08:00:00,12.02,1.21,48.0,0.0
2024-01-26 09:00:00,15.88,1.31,35.79,0.0
2024-01-26 10:00:00,19.37,1.44,26.72,0.0
2024-01-26 11:00:00,20.9,1.25,23.9,0.0
2024-01-26 12:00:00,21.95,1.18,21.9,0.0
2024-01-26 13:00:00,22.47,1.11,20.72,0.0
2024-01-26 14:00:00,22.22,1.01,20.67,0.0
2024-01-26 15:00:00,21.26,0.77,23.55,0.0
2024-01-26 16:00:00,19.33,0.4,28.09,0.0
2024-01-26 17:00:00,17.78,0.26,29.56,0.0
2024-01-26 18:00:00,16.82,0.39,30.85,0.0
2024-01-26 19:00:00,15.78,0.54,32.19,0.0
2024-01-26 20:00:00,15.13,0.59,33.39,0.0
2024-01-26 21:00:00,14.57,0.55,35.1,0.0
2024-01-26 22:00:00,13.94,0.57,36.16,0.0
2024-01-26 23:00:00,13.25,0.68,36.96,0.0
2024-01-27 00:00:00,11.6,0.9,40.48,0.0
2024-01-27 01:00:00,10.08,1.18,44.52,0.0
2024-01-27 02:00:00,8.41,1.29,50.09,0.0
2024-01-27 03:00:00,7.37,1.28,54.21,0.0
2024-01-27 04:00:00,6.82,1.32,56.76,0.0
2024-01-27 05:00:00,6.48,1.37,58.6,0.0
2024-01-27 06:00:00,6.46,1.51,59.04,0.0
2024-01-27 07:00:00,9.74,2.75,47.9,0.0
2024-01-27 08:00:00,12.75,3.03,39.79,0.0
2024-01-27 09:00:00,17.01,2.97,31.06,0.0
2024-01-27 10:00:00,21.61,4.54,21.77,0.0
2024-01-27 11:00:00,23.62,4.92,18.6,0.0
2024-01-27 12:00:00,24.88,4.92,17.42,0.0
2024-01-27 13:00:00,25.57,4.79,17.09,0.0
2024-01-27 14:00:00,25.36,4.54,17.69,0.0
2024-01-27 15:00:00,24.34,3.7,19.47,0.0
2024-01-27 16:00:00,19.93,1.65,29.98,0.0
2024-01-27 17:00:00,16.03,1.51,37.21,0.0
2024-01-27 18:00:00,14.84,1.51,39.06,0.0
2024-01-27 19:00:00,13.86,1.49,40.85,0.0
2024-01-27 20:00:00,12.99,1.44,42.73,0.0
2024-01-27 21:00:00,12.26,1.37,44.61,0.0
2024-01-27 22:00:00,11.64,1.29,46.46,0.0
2024-01-27 23:00:00,11.15,1.23,48.1,0.0
2024-01-28 00:00:00,10.84,1.2,49.81,0.0
2024-01-28 01:00:00,10.7,1.17,50.99,0.0
2024-01-28 02:00:00,10.76,1.07,51.87,0.0
2024-01-28 03:00:00,10.83,0.93,52.35,0.0
2024-01-28 04:00:00,10.71,0.72,53.27,0.0
2024-01-28 05:00:00,10.94,0.52,52.85,0.0
2024-01-28 06:00:00,10.63,0.5,53.86,0.0
2024-01-28 07:00:00,11.44,0.7,52.48,0.0
2024-01-28 08:00:00,13.39,1.29,45.15,0.0
2024-01-28 09:00:00,15.63,1.32,39.88,0.0
2024-01-28 10:00:00,19.31,1.95,30.53,0.0
2024-01-28 11:00:00,20.58,2.27,27.42,0.0
2024-01-28 12:00:00,21.01,2.31,26.23,0.0
2024-01-28 13:00:00,21.15,2.33,25.93,0.0
2024-01-28 14:00:00,21.21,2.33,25.88,0.0
2024-01-28 15:00:00,20.68,1.87,28.03,0.0
2024-01-28 16:00:00,17.42,0.98,40.34,0.0
2024-01-28 17:00:00,14.83,1.15,43.94,0.0
2024-01-28 18:00:00,13.59,1.25,46.42,0.0
2024-01-28 19:00:00,12.62,1.4,49.06,0.0
2024-01-28 20:00:00,11.91,1.52,51.88,0.0
2024-01-28 21:00:00,11.24,1.53,54.96,0.0
2024-01-28 22:00:00,10.61,1.5,57.8,0.0
2024-01-28 23:00:00,9.92,1.45,60.38,0.0
2024-01-29 00:00:00,9.11,1.4,63.2,0.0
2024-01-29 01:00:00,8.43,1.36,65.3,0.0
2024-01-29 02:00:00,7.83,1.32,67.11,0.0
2024-01-29 03:00:00,7.32,1.29,68.55,0.0
2024-01-29 04:00:00,6.88,1.26,70.03,0.0
2024-01-29 05:00:00,6.48,1.24,71.85,0.0
2024-01-29 06:00:00,6.32,1.22,72.55,0.0
2024-01-29 07:00:00,9.11,2.25,60.02,0.0
2024-01-29 08:00:00,11.79,2.0,51.02,0.0
2024-01-29 09:00:00,15.78,2.42,39.63,0.0
2024-01-29 10:00:00,19.55,2.64,31.09,0.0
2024-01-29 11:00:00,22.11,2.16,26.41,0.0
2024-01-29 12:00:00,23.61,1.44,23.92,0.0
2024-01-29 13:00:00,24.45,0.95,22.56,0.0
2024-01-29 14:00:00,24.55,0.71,22.41,0.0
2024-01-29 15:00:00,23.75,0.64,24.04,0.0
2024-01-29 16:00:00,21.83,0.46,30.09,0.0
2024-01-29 17:00:00,20.28,0.45,32.18,0.0
2024-01-29 18:00:00,19.4,0.46,33.73,0.0
2024-01-29 19:00:00,18.68,0.48,34.27,0.0
2024-01-29 20:00:00,17.81,0.57,35.19,0.0
2024-01-29 21:00:00,16.37,0.81,38.55,0.0
2024-01-29 22:00:00,14.5,1.03,43.76,0.0
2024-01-29 23:00:00,12.93,1.18,48.78,0.0
2024-01-30 00:00:00,11.54,1.18,53.56,0.0
2024-01-30 01:00:00,10.51,1.14,57.2,0.0
2024-01-30 02:00:00,9.86,1.11,59.71,0.0
2024-01-30 03:00:00,9.35,1.09,61.64,0.0
2024-01-30 04:00:00,9.1,1.05,62.56,0.0
2024-01-30 05:00:00,9.04,1.02,62.71,0.0
2024-01-30 06:00:00,9.06,0.96,62.39,0.0
2024-01-30 07:00:00,11.25,1.08,54.75,0.0
2024-01-30 08:00:00,13.41,1.37,48.04,0.0
2024-01-30 09:00:00,17.09,1.1,38.75,0.0
2024-01-30 10:00:00,21.11,1.5,29.32,0.0
2024-01-30 11:00:00,22.51,1.38,27.25,0.0
2024-01-30 12:00:00,23.3,1.15,26.39,0.0
2024-01-30 13:00:00,23.61,0.98,26.14,0.0
2024-01-30 14:00:00,23.37,0.95,26.33,0.0
2024-01-30 15:00:00,22.6,1.01,27.58,0.0
2024-01-30 16:00:00,20.29,0.67,35.37,0.0
2024-01-30 17:00:00,19.09,0.68,35.04,0.0
2024-01-30 18:00:00,18.7,0.46,35.2,0.0
2024-01-30 19:00:00,18.11,0.23,36.56,0.0
2024-01-30 20:00:00,17.41,0.18,38.15,0.0
2024-01-30 21:00:00,16.68,0.22,39.64,0.0
2024-01-30 22:00:00,15.84,0.35,41.73,0.0
2024-01-30 23:00:00,14.93,0.56,43.95,0.0
2024-01-31 00:00:00,13.95,0.76,47.01,0.0
2024-01-31 01:00:00,12.36,0.82,52.25,0.0
2024-01-31 02:00:00,11.67,0.87,54.77,0.0
2024-01-31 03:00:00,11.34,0.87,55.96,0.0
2024-01-31 04:00:00,11.59,0.91,54.93,0.0
2024-01-31 05:00:00,11.35,0.95,56.06,0.0
2024-01-31 06:00:00,10.97,0.99,57.89,0.0
2024-01-31 07:00:00,12.54,0.91,54.4,0.0
2024-01-31 08:00:00,14.91,1.62,46.57,0.0
2024-01-31 09:00:00,17.69,1.44,40.11,0.0
2024-01-31 10:00:00,21.54,1.35,31.2,0.0
2024-01-31 11:00:00,23.38,1.06,27.43,0.02
2024-01-31 12:00:00,24.25,1.11,25.95,0.12
2024-01-31 13:00:00,24.48,1.21,25.81,0.31
2024-01-31 14:00:00,23.94,1.06,27.12,0.13
2024-01-31 15:00:00,22.79,0.6,29.8,0.18
2024-01-31 16:00:00,20.41,0.34,40.2,0.25
2024-01-31 17:00:00,17.04,0.96,47.14,1.2
2024-01-31 18:00:00,15.01,1.2,57.33,4.56
2024-01-31 19:00:00,13.99,1.73,64.86,10.16
2024-01-31 20:00:00,13.09,1.96,71.74,9.31
2024-01-31 21:00:00,12.74,1.98,75.67,7.87
2024-01-31 22:00:00,12.47,1.81,78.32,6.12
2024-01-31 23:00:00,12.43,1.71,79.27,7.55
2024-02-01 00:00:00,12.64,1.61,78.48,27.25
2024-02-01 01:00:00,12.57,1.45,80.0,92.82
2024-02-01 02:00:00,12.18,1.49,85.27,140.36
2024-02-01 03:00:00,11.82,1.77,86.04,64.95
2024-02-01 04:00:00,11.45,2.23,85.62,12.41
2024-02-01 05:00:00,11.02,2.7,86.46,2.9
2024-02-01 06:00:00,10.69,3.09,88.08,1.95
2024-02-01 07:00:00,11.03,3.75,87.14,1.58
2024-02-01 08:00:00,12.28,4.05,82.28,7.56
2024-02-01 09:00:00,14.95,4.32,65.93,0.12
2024-02-01 10:00:00,17.85,4.61,51.7,0.45
2024-02-01 11:00:00,19.64,4.42,46.95,1.86
2024-02-01 12:00:00,20.41,3.91,47.75,27.4
2024-02-01 13:00:00,20.62,3.33,50.59,10.01
2024-02-01 14:00:00,20.64,2.73,52.97,6.25
2024-02-01 15:00:00,19.96,2.28,56.73,2.3
2024-02-01 16:00:00,17.53,1.66,68.43,0.47
2024-02-01 17:00:00,14.92,2.22,73.54,0.09
2024-02-01 18:00:00,14.09,3.01,72.57,0.02
2024-02-01 19:00:00,12.93,2.96,74.44,0.41
2024-02-01 20:00:00,11.88,2.54,78.12,0.72
2024-02-01 21:00:00,11.06,2.14,82.16,0.19
2024-02-01 22:00:00,10.38,1.86,85.73,0.15
2024-02-01 23:00:00,9.74,1.56,88.94,0.12
2024-02-02 00:00:00,9.17,1.27,91.85,0.1
2024-02-02 01:00:00,8.69,1.05,94.15,0.22
2024-02-02 02:00:00,8.53,0.94,94.43,0.24
2024-02-02 03:00:00,8.86,0.89,91.63,0.08
2024-02-02 04:00:00,9.12,0.73,89.63,0.01
2024-02-02 05:00:00,8.72,0.66,91.71,0.01
2024-02-02 06:00:00,8.36,0.87,93.75,0.01
2024-02-02 07:00:00,10.16,1.26,85.26,0.0
2024-02-02 08:00:00,12.89,1.97,73.56,0.0
2024-02-02 09:00:00,17.47,2.31,53.46,0.0
2024-02-02 10:00:00,20.68,2.83,37.89,0.0
2024-02-02 11:00:00,22.43,3.24,28.33,0.0
2024-02-02 12:00:00,23.47,3.74,22.06,0.0
2024-02-02 13:00:00,23.76,4.18,18.84,0.0
2024-02-02 14:00:00,23.05,4.33,18.3,0.0
2024-02-02 15:00:00,21.62,4.04,19.84,0.0
2024-02-02 16:00:00,17.92,2.07,30.76,0.0
2024-02-02 17:00:00,13.75,1.72,41.81,0.0
2024-02-02 18:00:00,12.5,1.88,44.63,0.0
2024-02-02 19:00:00,11.42,1.91,47.95,0.0
2024-02-02 20:00:00,10.56,2.0,50.41,0.0
2024-02-02 21:00:00,10.02,2.18,51.23,0.0
2024-02-02 22:00:00,9.53,2.34,51.47,0.0
2024-02-02 23:00:00,9.16,2.56,50.97,0.0
2024-02-03 00:00:00,8.78,2.64,50.73,0.0
2024-02-03 01:00:00,8.41,2.57,51.13,0.0
2024-02-03 02:00:00,8.36,2.44,51.28,0.0
2024-02-03 03:00:00,7.38,1.79,55.1,0.0
2024-02-03 04:00:00,6.8,1.53,57.0,0.0
2024-02-03 05:00:00,6.5,1.37,57.88,0.0
2024-02-03 06:00:00,6.62,1.3,57.6,0.0
2024-02-03 07:00:00,10.08,2.67,45.19,0.0
2024-02-03 08:00:00,13.01,2.48,37.78,0.0
2024-02-03 09:00:00,16.93,2.15,31.09,0.0
2024-02-03 10:00:00,22.23,2.51,18.5,0.26
2024-02-03 11:00:00,25.59,2.99,14.77,0.44
2024-02-03 12:00:00,26.39,3.12,15.41,0.03
2024-02-03 13:00:00,26.43,3.12,16.36,0.0
2024-02-03 14:00:00,25.77,3.32,17.92,0.0
